"data","label","num_stars"
"Tủ lạnh mới mua được 3 ngày bị xì hơi lạnh ở tủ đông. Do cánh của tủ đông bị mocông nhiu. Nhưng hãng không chiu bảo hành","0","2"
"Mưa từ ngày 27/06 ngày 28/06 báo lỗi hở cánh cửa thì bên Bảo hành dmx nói chờ hãng xuống thẩm định. Hãng xuống thẩm định làm biên bản lỗi do hãng yêu cầu bảo hành tháo cửa dán lại. Trong khi lỗi 1 đổi 1 tháng đầu nên mình không cho bảo hànhDiện máy xanh thì lòng vòng hẹn tới hẹn lùi vấn đề lỗi đổi mới tháng đầu đến hôm nay 07/07 đã 10 ngày bên điện máy xanh vẫn hẹn tiếp.Chắc hẹn cho hết 1 tháng lỗi đổi mới để từ chối bảo hành.","0","1"
"Chăm sóc khách hàng điện máy xanh tệ thật.","0","2"
"Mới mua xài được 2 tuần qua tuần 3 ngăn đông không lạnh không cứng đồ liên hệ đổi mới đã đổi mới rồi vẫn vậy chưa bao giờ thấy tủ nào tệ như tủ này thật sự luôn mong bảo hành liên hệ lại sđt xxxx620265 bảo hành sharp","0","1"
"Tủ lạnh mới nhận hồi chiều tầng đông 20 độ nhưng 3 4 tiếng vẫn chưa đông cứng","1","3"
"Dùng nửa năm rồi, thấy vẫn chạy tốt, êm.","2","5"
"Đặt mua online giao hàng đến bị vỡ 2 góc khay đựng rau củ. lúc nhận hàng mình đã kiểm tra hàng không vấn đề gì nhưng chỗ bị vỡ bị che bởi miếng chống va đập không thể phát hiện được. Đến khi bóc các lớp băng dính ra mới phát hiện vết vỡ. Gọi điện hỗ trợ điện máy xanh nhưng DMX không hỗ trợ đổi 2 khay này với lý do đã kí nhận hàng thì không được đổi sau đó DMX đẩy mình tự liên hệ với sharp để đặt mua. Quá thất vọng về chất lượng dịch vụ của DMX","0","1"
"Tủ mua mới có được tuần mà kiến vào thế này thì ko ổn rùi","1","3"
"Mới mua thì nhiệt tình.xài được vài tháng thì máy lạnh kêu rè rè như tổ ong.gọi dmx thì thoái thác qua hãng.hãng thì ko có câu trả lời rõ ràng.","0","1"
"Tủ có dung lượng lớn, làm lạnh rất nhanh, giá hợp lý rất OK.","2","5"
"Mới mua, chưa biết độ bền. ưu điểm: rộng, màu đẹp, tiết kiệm điện. nhược điểm: làm đá bất tiện, ko lấy nước ngoài, made in china","2","4"
"Tủ đẹp, giá tốt","2","5"
"Sản phẩm chạy ok, nhưng phần kính bị cháy, ĐMX và Sharp không giải quyết, xuống kiểm tra xong không có phản hồi bất cứ 1 thông tin gì. Mặc dù SP mới mua đc 3 tuần.","0","1"
"Sản phẩm mới mua, dùng ổn! Về lâu dài phải kiểm chứng bằng thực tế","2","4"
"Mua hôm mùng 4/2/2022.ngăn đá thì không đông đá..ngăn lạnh thì nóng ..lấy ngăn đá làm ngăn mát..đồ ăn hư hết.điện bảo hành đổi mới thì chờ biên bản của hãng ..chờ có biên bản thì hẹn 48h trả lời..sau 48h thì hẹn giải quyết nhanh nhất trong 3 ngày .hôm nay nữa hết 3 ngày chưa thấy điện thoại ..điện thoại cho tổng đài thì báo em đã note thông tin.thua rùi ..mua tủ lạnh về để nghía thôi","1","3"
"Tủ lạnh tự xả đông, nước chảy lênh láng. Lúc mua thì nhiệt tình, lúc hư thì hết hồn. Gọi từ 1/1 nhưng đến nay 12/1/2022 thì nv vô và cũng k biết bị hư gì để mà sửa chỉ quay clip và đi về. Gọi hỗ trợ thì hẹn nay hẹn mai. Sửa thì k sửa mà đổi thì bắt trả thêm 40% phí. Giống thanh phan lừa đảo ghê. Mn nên né ra nhé và mình cũng sẽ k sd tại điện máy xanh thêm lần nào nữa","0","1"
"mới lấy về dungf thì tủ nóng ở 2 bên hông, sau 2 ngày thì chỉ còn ấm nhẹ tủ chạy êm làm lạnh nhanh thích cái thiết kế ngăn đông có nhiều ngăn rất tiện tiết kiệm điện và độ bền phải đợi thời gian kiểm chứng bước rất hài lòng sản phẩm này của sharp","2","5"
