"data","label"
"Mình thấy tivi dùng 1 tháng kết nối wifi ko ổn định, cứ thi thoảng ít thôi lúc tắt đi bật lên thì mất kết nối wifi","0"
"Chất lượng sp tệ xài 12t hư màn hình . Dmx k hổ trợ ,nvbh hẹn 3/10 trả lời khách hàng nhưng đến nay t chưa nhận đc cuộc gọi. Chỉ biết hẹn và hẹn , hẹn 5 lần 7luọt k giải quyết.","0"
"Hình ảnh gương mặt giả tạo không sâc nét","0"
"toi cam thay rat hai long ,nhung quang cao qua nhieu ,co cach nao chan bot duoc khong ??","1"
"hiện tại ổn","1"
"Tốt","1"
"Tốt","1"
"Đẹp , rổ nét , âm thanh hay","1"
"Ok tạm ổn trong tầm giá","1"
"Hình ảnh rất đẹp âm thanh tuyệt vời","1"
"Tốt","1"
"Tôi mới mua TV này tháng 01/2023. Nhưng nay lại bị hư remote, bấm không ăn, sạc pin không vào. Coi như cái TV thành 1 cục gạch. Đem ra cửa hàng thì nhân viên báo gửi về hãng bảo hành, thời gian bh 7-15 ngày và có thể 30 ngày nếu thiếu linh kiện. Tôi có hỏi trong thời gian chờ thì cửa hàng có remote khác để tôi sd tạm trong thời gian chờ không!? Thì nhận được câu trả lời là KHÔNG và TÔI PHẢI BỎ RA 80 NGHÌN ĐỂ MUA 1 CÁI REMOTE XÀI TẠM. Vậy sẽ ra sao nếu tôi không chịu bỏ tiền mua remote tạm, gia đình tôi phải ngồi xung quanh nhìn 1 cái màn hình đen thui ở giữa nhà à!? Vỗ tay cho cách phục vụ của các bạn, đây sẽ là lần cuối cùng tôi mua hàng ở ĐMX.","0"
"Tốt","1"
"Khi thay đổi app xem thỉnh thoảng bị đứng, cần tắt đi mở lại","1"
"sản phẩm tốt","1"
"Sản phẩm ok","0"
"Oke","1"
"rất ok","1"
"Ok","1"
"Tivi sử dụng tốt, hình ảnh đẹp, âm thanh khỏi chê. Có điều bắt wifi chưa mượt lắm","1"
"Rất tốt","1"
"Hài lòng","1"
"Sd ok , đẹp","1"
"","0"
"","1"
"","1"
"","0"
"","1"
"","1"
"","1"
"","0"
"","1"
