"data","label"
"Tốt","1"
"Bán thì tư vấn này nọ các kiểu lúc giao tv bảo lắp thì nói lắp không được quăng tv rồi về phải kiêu thợ ngoài vào lắp. Bán thì bảo miễn phí lắp đặt các kiểu.không có lần sau mua hàng bên dmx nữa .rất tệ","0"
"Dùng 1 tháng hỏng màn hình. Không có lần thứ 2 sử dụng sp của DMX. CSKH quá tệ","0"
"Ok","1"
"Rất tuyệt","1"
"rõ sắc nét","1"
"Nhân viên bán hàng giới thiệu sản phẩm còn nhiều thiếu sót …chưa giới thiệu cặn kẽ cho khách hàng.","1"
"sản phẩm tốt","1"
"","1"
"","1"
"","0"
"","1"
"","0"
"","1"
