"data","label"
"tivi xài tốt, dùng ok","1"
"tivi nói chung mình chưa quen nên điều khiển hơi khó, nhưng mà xài tốt","1"
"tivi xài tốt, hình ảnh đẹp mới","1"
"sản phẩm tivi LG xài tốt, ok","1"
"mình rất hài lòng về sản phẩm này","1"
"tivi đẹp, xài tốt lắm","1"
"tivi vẫn dùng ổn, tốt lắm","1"
"tivi tốt, không có vấn đề gì cả","1"
"tivi chất lượng tốt","1"
"mình thấy không bằng sony, hình ảnh với âm thanh tốt","1"
"mở vào xem load chậm lắm, hình ảnh chuẩn, ok","1"
"sản phẩm dùng tốt lắm","1"
"sản phẩm xài tốt, hình ảnh đẹp","1"
"tivi xài ok","1"
"tivi remote hơi khó sử dụng đối với người lớn tuổi","1"
"tivi hoạt động tốt, xài ok","1"
"sản phẩm tốt nha","1"
"sản phẩm xài cũng được, nói chung là khi mà mình đang mở tivi xong đột nhiên bị tắt mà lâu lâu mới bị nên không sao","1"
"tivi hoạt động đang tốt, ok","1"
"dùng tốt lắm","1"
"tivi đẹp, dùng bình thường","1"
"sản phẩm tốt lắm, hình ảnh đẹp","1"
"tivi hoạt động tốt, đẹp lắm","1"
"sản phẩm xài tốt, hình ảnh âm thanh đẹp","1"
"sản phẩm tốt, xài ok lắm","1"
"cảm biến giọng nói không được tốt, mà tivi thì xài ok lắm","1"
"tivi xài tốt ạ","1"
"tivi tốt lắm ạ","1"
"hình ảnh không được đẹp như ở ngoài, không biết gói mạng như thế nào mà hay bị mất kết nối, cảm giác không kết nối mạnh","1"
"tivi hoạt động bình thường","1"
