"Category","Product Link"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-i512h682sf-w-i5-12450h"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-i713h695sf-w-i7-13620h"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/aio-asus-v440vak-i3-1315u-8gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-aio-v440vat-i5-13420h-16gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/rosa-crystal-a10-ryzen-3-3200g-8gb-256gb-win11"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/imac-24-inch-m4-16gb-256gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/minipc-singpc-i12450h682-w-i5-12450h"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-aio-v440vak-i5-13420h-16gb-512g"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/msi-aio-modern-am242-12m-i5-1235u-8gb-512gb-23-8-full-hd"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-v500mv-i5-13420h-8gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-aio-m24ei5129m5-w-i5-12400"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-r33b482sf-w-r3-3200g"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/imac-24-inch-m4-24gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-v500mv-i5-13420h-16gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/rosa-crystal-i10-i3-13100-8gb-256gb-win11"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-aio-m24ei3128m5-w-i3-12100"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/imac-24-inch-m4-16gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-v500mv-i3-1315u-8gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/rosa-rezo-i30-i7-13700f-32gb-512gb-rtx4060-8gb-win-11"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-aio-m24ei5128m5-w-i5-12400"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/asus-v500mv-i3-1315u-8gb-256gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/mac-mini-m4-16gb-256gb?utm_flashsale=1"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/mac-mini-m4-24gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/mac-mini-m4-pro-48gb-512gb"
"may-tinh-nguyen-bo","https://www.dienmayxanh.com/may-tinh-nguyen-bo/singpc-r54m495sf-w-r5-4650g"
